id,name,price,desc
70,apijt_70,4910.03,"Item & <70> ""apijt_70"" 'ok'"
71,pbkpw_71,1060.74,"Item & <71> ""pbkpw_71"" 'ok'"
72,zqmpa_72,5141.63,"Item & <72> ""zqmpa_72"" 'ok'"
73,vpgup_73,9895.60,"Item & <73> ""vpgup_73"" 'ok'"
74,iigex_74,7800.67,"Item & <74> ""iigex_74"" 'ok'"
75,ehcvb_75,7639.71,"Item & <75> ""ehcvb_75"" 'ok'"
76,heyzx_76,4092.89,"Item & <76> ""heyzx_76"" 'ok'"
77,komdi_77,9513.18,"Item & <77> ""komdi_77"" 'ok'"
78,oflle_78,6373.63,"Item & <78> ""oflle_78"" 'ok'"
79,xvvbp_79,9243.12,"Item & <79> ""xvvbp_79"" 'ok'"
80,kodil_80,9407.51,"Item & <80> ""kodil_80"" 'ok'"
81,vmiki_81,8212.34,"Item & <81> ""vmiki_81"" 'ok'"
82,ygqzz_82,9538.58,"Item & <82> ""ygqzz_82"" 'ok'"
83,sammg_83,7791.74,"Item & <83> ""sammg_83"" 'ok'"
84,ermad_84,4870.06,"Item & <84> ""ermad_84"" 'ok'"
85,bgrec_85,7868.33,"Item & <85> ""bgrec_85"" 'ok'"
86,ailqv_86,4404.03,"Item & <86> ""ailqv_86"" 'ok'"
87,rlzyo_87,7596.51,"Item & <87> ""rlzyo_87"" 'ok'"
88,jjorj_88,6694.57,"Item & <88> ""jjorj_88"" 'ok'"
89,yiwrr_89,6691.13,"Item & <89> ""yiwrr_89"" 'ok'"
90,rebfd_90,7083.75,"Item & <90> ""rebfd_90"" 'ok'"
91,wbjsp_91,9360.69,"Item & <91> ""wbjsp_91"" 'ok'"
92,lutrp_92,1138.83,"Item & <92> ""lutrp_92"" 'ok'"
93,esonm_93,627.99,"Item & <93> ""esonm_93"" 'ok'"
94,yavjq_94,7681.58,"Item & <94> ""yavjq_94"" 'ok'"
95,wovrz_95,4758.38,"Item & <95> ""wovrz_95"" 'ok'"
96,jycwj_96,1063.25,"Item & <96> ""jycwj_96"" 'ok'"
97,tomwg_97,9297.25,"Item & <97> ""tomwg_97"" 'ok'"
98,vpond_98,270.25,"Item & <98> ""vpond_98"" 'ok'"
99,xzyxr_99,220.22,"Item & <99> ""xzyxr_99"" 'ok'"
100,muhaw_100,7564.39,"Item & <100> ""muhaw_100"" 'ok'"
101,dhddp_101,6823.62,"Item & <101> ""dhddp_101"" 'ok'"
102,qklmh_102,5414.32,"Item & <102> ""qklmh_102"" 'ok'"
103,qxlpe_103,8053.45,"Item & <103> ""qxlpe_103"" 'ok'"
104,psegs_104,6981.53,"Item & <104> ""psegs_104"" 'ok'"
105,lgmlh_105,6206.69,"Item & <105> ""lgmlh_105"" 'ok'"
106,bqilr_106,7086.63,"Item & <106> ""bqilr_106"" 'ok'"
107,ddnwo_107,3125.57,"Item & <107> ""ddnwo_107"" 'ok'"
108,lqztx_108,5736.89,"Item & <108> ""lqztx_108"" 'ok'"
109,gmlzj_109,2130.67,"Item & <109> ""gmlzj_109"" 'ok'"
110,uodcb_110,2475.70,"Item & <110> ""uodcb_110"" 'ok'"
111,ciyvo_111,4479.73,"Item & <111> ""ciyvo_111"" 'ok'"
112,sousm_112,5856.48,"Item & <112> ""sousm_112"" 'ok'"
113,eawjp_113,5159.63,"Item & <113> ""eawjp_113"" 'ok'"
114,gcmjw_114,2756.49,"Item & <114> ""gcmjw_114"" 'ok'"
115,dewab_115,5602.99,"Item & <115> ""dewab_115"" 'ok'"
116,ngzys_116,6091.46,"Item & <116> ""ngzys_116"" 'ok'"
117,sgpuu_117,3486.00,"Item & <117> ""sgpuu_117"" 'ok'"
118,whyhm_118,191.43,"Item & <118> ""whyhm_118"" 'ok'"
119,enodk_119,2150.02,"Item & <119> ""enodk_119"" 'ok'"
120,oezhl_120,6022.28,"Item & <120> ""oezhl_120"" 'ok'"
121,khbmf_121,3411.06,"Item & <121> ""khbmf_121"" 'ok'"
122,erdzo_122,2858.75,"Item & <122> ""erdzo_122"" 'ok'"
123,isuiv_123,4236.63,"Item & <123> ""isuiv_123"" 'ok'"
124,poxjo_124,2044.01,"Item & <124> ""poxjo_124"" 'ok'"
125,kgemh_125,6310.04,"Item & <125> ""kgemh_125"" 'ok'"
126,dwcnz_126,3804.01,"Item & <126> ""dwcnz_126"" 'ok'"
127,cqczr_127,6756.69,"Item & <127> ""cqczr_127"" 'ok'"
128,dnhax_128,4339.57,"Item & <128> ""dnhax_128"" 'ok'"
129,mmjgn_129,8006.04,"Item & <129> ""mmjgn_129"" 'ok'"
130,vsiua_130,7065.03,"Item & <130> ""vsiua_130"" 'ok'"
131,immle_131,6242.55,"Item & <131> ""immle_131"" 'ok'"
132,ujjfr_132,1949.02,"Item & <132> ""ujjfr_132"" 'ok'"
133,gvdkl_133,6931.56,"Item & <133> ""gvdkl_133"" 'ok'"
134,aeucu_134,3036.86,"Item & <134> ""aeucu_134"" 'ok'"
135,hdjcl_135,8250.21,"Item & <135> ""hdjcl_135"" 'ok'"
136,iiemk_136,4835.85,"Item & <136> ""iiemk_136"" 'ok'"
137,xrofs_137,2573.57,"Item & <137> ""xrofs_137"" 'ok'"
138,zqkoe_138,3118.32,"Item & <138> ""zqkoe_138"" 'ok'"
139,luqkm_139,1346.28,"Item & <139> ""luqkm_139"" 'ok'"
140,dpswy_140,3899.70,"Item & <140> ""dpswy_140"" 'ok'"
141,fisia_141,4366.18,"Item & <141> ""fisia_141"" 'ok'"
142,iykpg_142,4324.52,"Item & <142> ""iykpg_142"" 'ok'"
143,ongea_143,951.98,"Item & <143> ""ongea_143"" 'ok'"
144,xbyfn_144,1536.60,"Item & <144> ""xbyfn_144"" 'ok'"
145,aorxh_145,236.84,"Item & <145> ""aorxh_145"" 'ok'"
146,gidpz_146,5133.10,"Item & <146> ""gidpz_146"" 'ok'"
147,moqbh_147,4419.56,"Item & <147> ""moqbh_147"" 'ok'"
148,vrufa_148,5210.97,"Item & <148> ""vrufa_148"" 'ok'"
149,rknrj_149,9003.00,"Item & <149> ""rknrj_149"" 'ok'"
150,omkuy_150,2387.28,"Item & <150> ""omkuy_150"" 'ok'"
151,fhbdw_151,5131.82,"Item & <151> ""fhbdw_151"" 'ok'"
152,wfzev_152,7409.56,"Item & <152> ""wfzev_152"" 'ok'"
153,rboum_153,4067.30,"Item & <153> ""rboum_153"" 'ok'"
154,esdco_154,1878.51,"Item & <154> ""esdco_154"" 'ok'"
155,kkkns_155,4035.83,"Item & <155> ""kkkns_155"" 'ok'"
156,klrpq_156,8566.21,"Item & <156> ""klrpq_156"" 'ok'"
157,lpdhp_157,9715.94,"Item & <157> ""lpdhp_157"" 'ok'"
158,feftd_158,4309.32,"Item & <158> ""feftd_158"" 'ok'"
159,fpygd_159,7036.02,"Item & <159> ""fpygd_159"" 'ok'"
160,fehhk_160,9382.06,"Item & <160> ""fehhk_160"" 'ok'"
161,kjkkm_161,5611.51,"Item & <161> ""kjkkm_161"" 'ok'"
162,xqsxq_162,5715.02,"Item & <162> ""xqsxq_162"" 'ok'"
163,mgjyb_163,2306.50,"Item & <163> ""mgjyb_163"" 'ok'"
164,lfggb_164,8770.58,"Item & <164> ""lfggb_164"" 'ok'"
165,jvigw_165,7613.61,"Item & <165> ""jvigw_165"" 'ok'"
166,egofb_166,1301.54,"Item & <166> ""egofb_166"" 'ok'"
167,spmgy_167,6713.90,"Item & <167> ""spmgy_167"" 'ok'"
168,ehand_168,4261.13,"Item & <168> ""ehand_168"" 'ok'"
169,bpppd_169,5705.63,"Item & <169> ""bpppd_169"" 'ok'"
170,yhhvt_170,8092.93,"Item & <170> ""yhhvt_170"" 'ok'"
171,dyjdz_171,802.41,"Item & <171> ""dyjdz_171"" 'ok'"
172,uwpga_172,8648.58,"Item & <172> ""uwpga_172"" 'ok'"
173,rgkzb_173,1964.63,"Item & <173> ""rgkzb_173"" 'ok'"
174,xgghe_174,1377.20,"Item & <174> ""xgghe_174"" 'ok'"
175,mswyp_175,1574.86,"Item & <175> ""mswyp_175"" 'ok'"
176,fbnki_176,839.39,"Item & <176> ""fbnki_176"" 'ok'"
177,efniz_177,5385.83,"Item & <177> ""efniz_177"" 'ok'"
178,rdybb_178,3720.87,"Item & <178> ""rdybb_178"" 'ok'"
179,flpfe_179,880.30,"Item & <179> ""flpfe_179"" 'ok'"
180,fjzgx_180,4282.07,"Item & <180> ""fjzgx_180"" 'ok'"
181,ejmzr_181,5791.74,"Item & <181> ""ejmzr_181"" 'ok'"
182,ysgeb_182,5377.13,"Item & <182> ""ysgeb_182"" 'ok'"
183,cgcer_183,6225.43,"Item & <183> ""cgcer_183"" 'ok'"
184,pkncn_184,1552.80,"Item & <184> ""pkncn_184"" 'ok'"
185,whrbc_185,1487.29,"Item & <185> ""whrbc_185"" 'ok'"
186,fvgmb_186,801.26,"Item & <186> ""fvgmb_186"" 'ok'"
187,mdqat_187,9655.21,"Item & <187> ""mdqat_187"" 'ok'"
188,isthi_188,728.98,"Item & <188> ""isthi_188"" 'ok'"
189,ukook_189,7648.56,"Item & <189> ""ukook_189"" 'ok'"
190,dbifk_190,5064.52,"Item & <190> ""dbifk_190"" 'ok'"
191,wtcac_191,1223.30,"Item & <191> ""wtcac_191"" 'ok'"
192,xavhi_192,8499.53,"Item & <192> ""xavhi_192"" 'ok'"
193,nisqk_193,7004.77,"Item & <193> ""nisqk_193"" 'ok'"
194,klcjr_194,3049.80,"Item & <194> ""klcjr_194"" 'ok'"
195,mdgxc_195,5819.49,"Item & <195> ""mdgxc_195"" 'ok'"
196,oikjs_196,8746.59,"Item & <196> ""oikjs_196"" 'ok'"
197,vdjez_197,5392.17,"Item & <197> ""vdjez_197"" 'ok'"
198,qjsdn_198,3559.36,"Item & <198> ""qjsdn_198"" 'ok'"
199,adpak_199,5286.06,"Item & <199> ""adpak_199"" 'ok'"
200,ovckt_200,8190.36,"Item & <200> ""ovckt_200"" 'ok'"
201,lyybu_201,9052.50,"Item & <201> ""lyybu_201"" 'ok'"
202,dxsxu_202,563.90,"Item & <202> ""dxsxu_202"" 'ok'"
203,vtwck_203,9611.84,"Item & <203> ""vtwck_203"" 'ok'"
204,kdjxd_204,4830.40,"Item & <204> ""kdjxd_204"" 'ok'"
205,afnsa_205,3301.08,"Item & <205> ""afnsa_205"" 'ok'"
206,lhpjr_206,3862.84,"Item & <206> ""lhpjr_206"" 'ok'"
207,okuci_207,9325.78,"Item & <207> ""okuci_207"" 'ok'"
208,aetqt_208,1312.47,"Item & <208> ""aetqt_208"" 'ok'"
209,kuygk_209,6470.73,"Item & <209> ""kuygk_209"" 'ok'"
210,avgpw_210,3494.17,"Item & <210> ""avgpw_210"" 'ok'"
211,cdkwj_211,1253.81,"Item & <211> ""cdkwj_211"" 'ok'"
212,vhwtv_212,3803.50,"Item & <212> ""vhwtv_212"" 'ok'"
213,aolge_213,217.67,"Item & <213> ""aolge_213"" 'ok'"
214,qzjzu_214,1899.91,"Item & <214> ""qzjzu_214"" 'ok'"
215,occsw_215,8769.29,"Item & <215> ""occsw_215"" 'ok'"
216,hjuua_216,2380.19,"Item & <216> ""hjuua_216"" 'ok'"
217,pddrq_217,5846.95,"Item & <217> ""pddrq_217"" 'ok'"
218,qkypq_218,5617.92,"Item & <218> ""qkypq_218"" 'ok'"
219,ljecq_219,151.59,"Item & <219> ""ljecq_219"" 'ok'"
220,wercz_220,6962.58,"Item & <220> ""wercz_220"" 'ok'"
221,kzmwd_221,2410.69,"Item & <221> ""kzmwd_221"" 'ok'"
222,bacxm_222,8980.38,"Item & <222> ""bacxm_222"" 'ok'"
223,cosxk_223,2261.50,"Item & <223> ""cosxk_223"" 'ok'"
224,psyzk_224,2605.80,"Item & <224> ""psyzk_224"" 'ok'"
225,umntr_225,9877.89,"Item & <225> ""umntr_225"" 'ok'"
226,qpgzk_226,4044.15,"Item & <226> ""qpgzk_226"" 'ok'"
227,vwzis_227,880.12,"Item & <227> ""vwzis_227"" 'ok'"
228,higae_228,4348.93,"Item & <228> ""higae_228"" 'ok'"
229,uzvlo_229,7995.10,"Item & <229> ""uzvlo_229"" 'ok'"
230,ojwby_230,3213.72,"Item & <230> ""ojwby_230"" 'ok'"
231,lmtuj_231,781.71,"Item & <231> ""lmtuj_231"" 'ok'"
232,qpjbx_232,1430.49,"Item & <232> ""qpjbx_232"" 'ok'"
233,drvyr_233,3703.36,"Item & <233> ""drvyr_233"" 'ok'"
234,tlmlx_234,5206.31,"Item & <234> ""tlmlx_234"" 'ok'"
235,porfs_235,4043.85,"Item & <235> ""porfs_235"" 'ok'"
236,eqcdk_236,7184.02,"Item & <236> ""eqcdk_236"" 'ok'"
237,lsapu_237,1649.75,"Item & <237> ""lsapu_237"" 'ok'"
238,udtgf_238,3858.59,"Item & <238> ""udtgf_238"" 'ok'"
239,opvov_239,2478.60,"Item & <239> ""opvov_239"" 'ok'"
240,samzi_240,9956.83,"Item & <240> ""samzi_240"" 'ok'"
241,rigsf_241,9134.64,"Item & <241> ""rigsf_241"" 'ok'"
242,nkhdz_242,2481.22,"Item & <242> ""nkhdz_242"" 'ok'"
243,aueeg_243,220.58,"Item & <243> ""aueeg_243"" 'ok'"
244,hyycf_244,9035.73,"Item & <244> ""hyycf_244"" 'ok'"
245,prfbp_245,9091.30,"Item & <245> ""prfbp_245"" 'ok'"
246,epcdi_246,8327.92,"Item & <246> ""epcdi_246"" 'ok'"
247,rguwe_247,2496.17,"Item & <247> ""rguwe_247"" 'ok'"
248,xsgge_248,2996.36,"Item & <248> ""xsgge_248"" 'ok'"
249,jyhwr_249,674.43,"Item & <249> ""jyhwr_249"" 'ok'"
250,ntgbc_250,4606.12,"Item & <250> ""ntgbc_250"" 'ok'"
251,ukqcd_251,7962.62,"Item & <251> ""ukqcd_251"" 'ok'"
252,glpoo_252,3938.85,"Item & <252> ""glpoo_252"" 'ok'"
253,jnrqy_253,371.98,"Item & <253> ""jnrqy_253"" 'ok'"
254,vmnav_254,4810.45,"Item & <254> ""vmnav_254"" 'ok'"
255,ogpre_255,786.76,"Item & <255> ""ogpre_255"" 'ok'"
256,veyld_256,1583.07,"Item & <256> ""veyld_256"" 'ok'"
257,vytcv_257,4565.78,"Item & <257> ""vytcv_257"" 'ok'"
258,klvxg_258,7789.61,"Item & <258> ""klvxg_258"" 'ok'"
259,ztpax_259,3078.74,"Item & <259> ""ztpax_259"" 'ok'"
260,jvbyh_260,8341.44,"Item & <260> ""jvbyh_260"" 'ok'"
261,rvxrw_261,3451.56,"Item & <261> ""rvxrw_261"" 'ok'"
262,oqdxu_262,5565.33,"Item & <262> ""oqdxu_262"" 'ok'"
263,wioxl_263,9017.59,"Item & <263> ""wioxl_263"" 'ok'"
264,hlqpa_264,4369.43,"Item & <264> ""hlqpa_264"" 'ok'"
265,eoajl_265,5445.17,"Item & <265> ""eoajl_265"" 'ok'"
266,ixxhh_266,5010.94,"Item & <266> ""ixxhh_266"" 'ok'"
267,vfofp_267,5283.21,"Item & <267> ""vfofp_267"" 'ok'"
268,vrglr_268,4666.83,"Item & <268> ""vrglr_268"" 'ok'"
269,yisfr_269,3263.46,"Item & <269> ""yisfr_269"" 'ok'"
270,bqndd_270,2376.81,"Item & <270> ""bqndd_270"" 'ok'"
271,kacyl_271,8866.58,"Item & <271> ""kacyl_271"" 'ok'"
272,snwwg_272,3487.96,"Item & <272> ""snwwg_272"" 'ok'"
273,uumzs_273,9011.92,"Item & <273> ""uumzs_273"" 'ok'"
274,kbuno_274,6675.89,"Item & <274> ""kbuno_274"" 'ok'"
275,bksla_275,2834.29,"Item & <275> ""bksla_275"" 'ok'"
276,dlkjt_276,3752.10,"Item & <276> ""dlkjt_276"" 'ok'"
277,fiqmg_277,10000.23,"Item & <277> ""fiqmg_277"" 'ok'"
278,jkrms_278,3606.19,"Item & <278> ""jkrms_278"" 'ok'"
279,bnaib_279,3314.52,"Item & <279> ""bnaib_279"" 'ok'"
280,ewvmi_280,103.71,"Item & <280> ""ewvmi_280"" 'ok'"
281,ovuvj_281,7981.97,"Item & <281> ""ovuvj_281"" 'ok'"
282,akykr_282,3214.92,"Item & <282> ""akykr_282"" 'ok'"
283,opviz_283,5389.54,"Item & <283> ""opviz_283"" 'ok'"
284,aeqcg_284,4931.70,"Item & <284> ""aeqcg_284"" 'ok'"
285,zypci_285,1896.42,"Item & <285> ""zypci_285"" 'ok'"
286,xjxnt_286,5718.77,"Item & <286> ""xjxnt_286"" 'ok'"
287,lhlgh_287,14.22,"Item & <287> ""lhlgh_287"" 'ok'"
288,ntlzj_288,47.10,"Item & <288> ""ntlzj_288"" 'ok'"
289,hdxnd_289,3332.47,"Item & <289> ""hdxnd_289"" 'ok'"
290,lthth_290,7473.00,"Item & <290> ""lthth_290"" 'ok'"
291,dzbnx_291,748.72,"Item & <291> ""dzbnx_291"" 'ok'"
292,zmdoo_292,947.55,"Item & <292> ""zmdoo_292"" 'ok'"
293,grfaq_293,5060.59,"Item & <293> ""grfaq_293"" 'ok'"
294,hfbqn_294,7889.45,"Item & <294> ""hfbqn_294"" 'ok'"
295,iuccq_295,6265.80,"Item & <295> ""iuccq_295"" 'ok'"
296,nybox_296,5563.23,"Item & <296> ""nybox_296"" 'ok'"
297,efshc_297,767.51,"Item & <297> ""efshc_297"" 'ok'"
298,qbsqb_298,7912.33,"Item & <298> ""qbsqb_298"" 'ok'"
299,rawlr_299,156.18,"Item & <299> ""rawlr_299"" 'ok'"
300,uvjzg_300,6495.52,"Item & <300> ""uvjzg_300"" 'ok'"
301,vfpoo_301,5170.03,"Item & <301> ""vfpoo_301"" 'ok'"
302,sagqj_302,432.03,"Item & <302> ""sagqj_302"" 'ok'"
303,xkqcx_303,8719.44,"Item & <303> ""xkqcx_303"" 'ok'"
304,kchqv_304,6432.21,"Item & <304> ""kchqv_304"" 'ok'"
305,knqsw_305,5503.07,"Item & <305> ""knqsw_305"" 'ok'"
306,uzfmc_306,1264.94,"Item & <306> ""uzfmc_306"" 'ok'"
307,pihkp_307,3089.22,"Item & <307> ""pihkp_307"" 'ok'"
308,bqgjq_308,5398.05,"Item & <308> ""bqgjq_308"" 'ok'"
309,wfmce_309,8126.65,"Item & <309> ""wfmce_309"" 'ok'"
310,xfalx_310,5596.03,"Item & <310> ""xfalx_310"" 'ok'"
311,gqqla_311,6243.20,"Item & <311> ""gqqla_311"" 'ok'"
312,qsbix_312,4154.66,"Item & <312> ""qsbix_312"" 'ok'"
313,mocwn_313,6603.68,"Item & <313> ""mocwn_313"" 'ok'"
314,jzltd_314,8998.48,"Item & <314> ""jzltd_314"" 'ok'"
315,uiyrk_315,8474.24,"Item & <315> ""uiyrk_315"" 'ok'"
316,ozdio_316,7695.27,"Item & <316> ""ozdio_316"" 'ok'"
317,zpzxp_317,7116.75,"Item & <317> ""zpzxp_317"" 'ok'"
318,iuhsg_318,8290.74,"Item & <318> ""iuhsg_318"" 'ok'"
319,wgfus_319,9389.25,"Item & <319> ""wgfus_319"" 'ok'"
320,ofobf_320,9936.75,"Item & <320> ""ofobf_320"" 'ok'"
321,sxtym_321,6796.64,"Item & <321> ""sxtym_321"" 'ok'"
322,cyotu_322,1087.86,"Item & <322> ""cyotu_322"" 'ok'"
323,dzfcy_323,716.34,"Item & <323> ""dzfcy_323"" 'ok'"
324,olblo_324,122.27,"Item & <324> ""olblo_324"" 'ok'"
325,nuixq_325,6412.68,"Item & <325> ""nuixq_325"" 'ok'"
326,eekaq_326,8033.40,"Item & <326> ""eekaq_326"" 'ok'"
327,hgpnq_327,4696.30,"Item & <327> ""hgpnq_327"" 'ok'"
328,toqhn_328,5187.78,"Item & <328> ""toqhn_328"" 'ok'"
329,tadvn_329,7981.87,"Item & <329> ""tadvn_329"" 'ok'"
330,itysf_330,3014.91,"Item & <330> ""itysf_330"" 'ok'"
331,vvbhz_331,3734.44,"Item & <331> ""vvbhz_331"" 'ok'"
332,lelxs_332,8818.47,"Item & <332> ""lelxs_332"" 'ok'"
333,twflb_333,4494.11,"Item & <333> ""twflb_333"" 'ok'"
334,bqmcg_334,8554.41,"Item & <334> ""bqmcg_334"" 'ok'"
335,cahtk_335,1900.24,"Item & <335> ""cahtk_335"" 'ok'"
336,yuxah_336,8818.12,"Item & <336> ""yuxah_336"" 'ok'"
337,yphnw_337,6818.00,"Item & <337> ""yphnw_337"" 'ok'"
338,ooyfe_338,5612.41,"Item & <338> ""ooyfe_338"" 'ok'"
339,ssrsk_339,488.17,"Item & <339> ""ssrsk_339"" 'ok'"
340,sasgt_340,8428.45,"Item & <340> ""sasgt_340"" 'ok'"
341,fbzkd_341,2525.91,"Item & <341> ""fbzkd_341"" 'ok'"
342,rxskf_342,2188.21,"Item & <342> ""rxskf_342"" 'ok'"
343,bfcym_343,3277.07,"Item & <343> ""bfcym_343"" 'ok'"
344,ytygz_344,1818.87,"Item & <344> ""ytygz_344"" 'ok'"
345,klnay_345,8730.90,"Item & <345> ""klnay_345"" 'ok'"
346,ddgtq_346,5809.21,"Item & <346> ""ddgtq_346"" 'ok'"
347,zqoik_347,2752.66,"Item & <347> ""zqoik_347"" 'ok'"
348,suimf_348,8140.64,"Item & <348> ""suimf_348"" 'ok'"
349,lebki_349,1781.70,"Item & <349> ""lebki_349"" 'ok'"
350,gstep_350,2860.29,"Item & <350> ""gstep_350"" 'ok'"
351,ugnmp_351,8663.66,"Item & <351> ""ugnmp_351"" 'ok'"
352,pmjwb_352,1173.37,"Item & <352> ""pmjwb_352"" 'ok'"
353,stolg_353,4902.25,"Item & <353> ""stolg_353"" 'ok'"
354,zzqon_354,8353.12,"Item & <354> ""zzqon_354"" 'ok'"
355,fjwho_355,1519.46,"Item & <355> ""fjwho_355"" 'ok'"
356,adapa_356,8383.27,"Item & <356> ""adapa_356"" 'ok'"
357,sxqnb_357,4479.51,"Item & <357> ""sxqnb_357"" 'ok'"
358,fcvzl_358,1470.37,"Item & <358> ""fcvzl_358"" 'ok'"
359,quqqg_359,8107.14,"Item & <359> ""quqqg_359"" 'ok'"
360,mxkjn_360,5642.93,"Item & <360> ""mxkjn_360"" 'ok'"
361,vhnsu_361,7331.97,"Item & <361> ""vhnsu_361"" 'ok'"
362,eajoh_362,3661.16,"Item & <362> ""eajoh_362"" 'ok'"
363,puqyz_363,2681.12,"Item & <363> ""puqyz_363"" 'ok'"
364,vwfnf_364,9269.02,"Item & <364> ""vwfnf_364"" 'ok'"
365,mbcwi_365,4336.11,"Item & <365> ""mbcwi_365"" 'ok'"
